fault_type,phases,location_km,r_fault,fault_start,Vrms_a,Vrms_b,Vrms_c,Irms_a,Irms_b,Irms_c,Vrms_unbalance,Irms_unbalance,Vseq0,Vseq1,Vseq2,Iseq0,Iseq1,Iseq2,Vseq0_ratio,Vseq2_ratio,Iseq0_ratio,Iseq2_ratio,Vh2_energy,Ih2_energy,Vh3_energy,Ih3_energy,Vh5_energy,Ih5_energy,Vdwt_L1,Vdwt_L2,Vdwt_L3,Idwt_L1,Idwt_L2,Idwt_L3,Zmag_a,Zang_a,Zmag_b,Zang_b,Zmag_c,Zang_c
LG,A,84.9089626536477,4.9325762439649,0.092918344826632,111178.273058285,122603.798404738,123227.29172964,2843.58965780884,292.892455899738,326.557256774472,0.101249602224735,2.20964614619181,147802.110373173,4291487.38779852,183537.059809499,30346.2531122181,33209.690937751,31265.2691876449,0.0344407654076688,0.0427677034147382,0.913777040809745,0.941450170232172,265663.645853502,6767.55537160019,135862.579658508,4702.8774042723,70088.3473043529,2859.6965639732,462429817.249503,176747300.976143,88250389.3523968,17797.0684810977,148947.434514722,1482547.8090307,42.3418561573893,1.52251323984175,418.344866049936,0.371602857243188,375.168462579375,-0.103662631986374
LG,A,27.4953922563378,1.42547584346924,0.0849191545676902,97112.9292938625,130959.675126833,132369.582690177,6534.86327824215,230.205813298412,262.489747009236,0.293445007189259,2.69140007523012,414374.212846188,4335612.7134219,430004.724886458,81152.2000407128,84322.5142591883,82230.449977676,0.0955745451071543,0.0991796900021026,0.962402517912439,0.975189730751423,277348.000774449,11250.3212063978,146497.880075878,6838.80962317024,80348.0076426607,3938.77222120426,167852076.812171,253177163.176062,1242298320.43496,33398.1417282903,672929.84717243,5166544.02582735,14.1124184773872,1.31774493015946,571.972229615361,0.235151913154716,505.503502482911,-0.150504846418719
LG,A,142.533006367205,1.98927799522871,0.0882079365397932,121965.189602135,130930.972611481,131596.225352094,2153.13881501265,373.256211320495,426.291775100481,0.0751461099986378,1.80840304601852,97780.0781457389,4620576.9039013,78806.1972649982,28046.3221896235,35269.3943132778,30150.4760426574,0.0211618765750136,0.0170554887201299,0.795202830525209,0.854862314163752,282416.122037436,8084.78822330964,144593.153376539,5328.33145377398,75381.5417944457,3191.26147385557,69972661.8366649,534155846.55617,4470334633.36312,1993.79120211859,5743.16522916018,104430.30738407,48.5198795362602,1.36129258408203,348.38094260376,0.447735698755713,308.392463612178,-0.0446458748638445
LG,C,98.6100507894203,68.9734025109751,0.0834177517478013,124263.147675591,123691.472421038,119061.879096847,295.140539566101,266.084596050605,1479.09706408566,0.0425152704861852,1.78356016480404,73423.6627117125,4408544.98168512,92784.5049629833,14568.7243681295,23480.0162410586,15388.4742454342,0.0166548516612006,0.0210465142917735,0.620473351378404,0.655386013654861,253952.279619121,3693.99217569424,125839.896109446,2657.27126087665,63414.8468830903,1665.90539397578,16180619.2595626,17578400.5085651,360536900.741363,395.70295367334,224.955359168796,95.4095608093256,414.30810900456,0.171425251438501,464.402921868121,-0.103368094668987,81.367818479939,0.59873957127383
LG,C,64.5611014062983,11.060243310377,0.0864735847280849,127610.868254445,128170.210246196,113229.640002285,229.423697922042,239.999860392237,3251.49292814708,0.12146452252989,2.43655231617078,189626.976043893,4435126.80549542,222684.932983253,36489.865208502,39856.4475133631,37277.5232588304,0.0427557056111427,0.0502093723018881,0.91553230365933,0.935294678367828,279919.765030078,3665.51146150585,145601.645703359,2737.85428421257,77385.8518758622,1707.25146306892,97571308.7223446,407510592.781848,4023603548.09767,2292.19389359024,2525.1661764758,6436.95834561189,556.059464257199,0.219873735935001,532.389467425537,-0.230450122105263,35.6404291129184,1.20028783919687
LG,A,72.3596142596744,6.29558842056067,0.0830872543054841,108334.367634963,121463.017767393,122023.765964883,3069.63634651754,249.620129043639,273.447710426487,0.116730318316036,2.35478575674373,169562.29323367,4229100.23999082,203190.323688294,33631.9556165747,36310.0089675179,34459.8444339261,0.0400941769197692,0.0480457572906069,0.926244762036134,0.949045329727242,266042.901852663,6052.42557535062,137610.233480102,4275.18103597651,72353.9581891019,2614.04326946348,456803521.08442,132965041.398358,48616960.400517,25206.5209033154,182508.364520376,1802953.2146861,37.2351753444311,1.41801226316109,486.088711892916,0.306826824263206,443.960860579577,-0.161818649263423
LG,A,118.382422419649,3.40751361111965,0.0864470768994945,117626.616092761,127022.410418054,128591.397010754,2038.44492154138,327.883583361872,374.195072586572,0.088131779627065,1.87251956198141,113281.363288243,4485948.14195998,111365.279388335,26142.7506056093,33619.0911854507,28199.0778832647,0.0252524906002866,0.0248253604063405,0.777616219921657,0.83878168290967,277015.801426667,7191.65494324126,141669.652576664,4638.79475215375,73909.9138839824,2748.45107342006,248038384.056202,410375182.302065,3866284595.27136,8196.90008680927,16340.7988251184,48619.3480055585,49.2450799897466,1.23158865094291,386.349231105911,0.40289102567799,343.165733707076,-0.0731165659309754
LG,B,135.134080194696,97.5518837466559,0.0869773653308599,129468.670807331,126190.882147585,130222.809256905,209.290079865345,1117.62463889666,235.146670731568,0.0313457740295154,1.74449204761659,56239.0988101939,4636353.56439803,79442.1298054905,11075.5018598684,17773.9190086443,11609.7358716576,0.0121300280552447,0.0171346142398413,0.623132234025528,0.653189421272713,273600.538034628,2361.50900324527,137637.616813698,1717.68184593693,70492.9822304905,1083.9994972163,79168393.7084887,440755493.986808,5191156728.72888,1153.68065718925,2487.01146236678,17454.2874959625,615.76182995921,-0.208768955996839,114.167021495742,0.576984353564496,547.12990615098,0.0718852200230115
LG,C,108.756890900608,26.0457194189568,0.0813299253473355,130658.139028867,131149.075689313,121405.926142566,239.293407936534,243.54957381135,2029.74573688251,0.0762746511624299,2.13777803768557,108153.605811069,4603032.46748754,87160.5803768148,24595.9993967125,29697.217376784,25447.038649414,0.0234961640125207,0.0189354693872865,0.828225725118352,0.856882930333079,260044.504079198,13076.9081783353,130372.290702464,8812.79315458071,68014.2709542824,5331.19918071006,113509593.81369,131701005.814452,692116702.469541,3089.49010732077,2129.74537253932,5717.06825341778,531.810253552466,0.183172198961241,544.594029903132,-0.242328052760092,55.9266509537629,0.975757614315569
LG,A,119.040460832393,18.076635619228,0.0832853159586199,122908.251680058,130744.465155248,131522.445083599,1965.72490234924,281.1951424,293.429039279951,0.0670930598994921,1.98932867362636,108765.404380307,4630504.00525332,143631.633010041,21022.319247071,26037.4849962624,22004.9265503071,0.0234888911135567,0.0310185744029288,0.807386706100119,0.845124886394394,293325.217895499,2594.25646445836,152812.399243479,1867.47699946258,81350.2345371006,1149.18930009644,368306384.149394,346613331.676659,199602869.476118,19832.9885345395,74224.3405708238,637544.053898998,64.6155642721524,1.20195456440207,464.990311563969,0.291760154998061,446.658091161443,-0.184028213251176
LG,B,57.7722201194871,1.50688937082071,0.0887826981714044,126248.741539011,108461.446051434,126179.878869288,360.804337289155,4570.25336849003,315.288448301748,0.147861887653932,2.43310189193982,214854.599484772,4342367.15446516,248004.346602466,51327.98711043,52533.737146209,52239.1025948747,0.0494786810608108,0.0571127078343414,0.977048081818351,0.994391517368949,274322.074713219,13445.8820738607,143088.485387318,9255.15625177434,75942.5770721483,5625.93131369123,267088178.250798,642649253.507388,4965669418.89732,3134.76202774165,7554.71802834881,34937.7272595049,349.090756054365,-0.054078420225034,25.01507576147,1.70314713610473,400.167287968563,0.393129835735791
LG,A,81.0974005559584,73.6966597139794,0.0876778244274642,127079.353583008,132483.763204753,133079.227231167,1543.27212295922,231.290210035748,213.750178485074,0.0458422817062985,2.00600549680968,83435.7176974747,4717193.11237173,63251.5348302035,16417.3772093478,23458.848162429,16958.5228904037,0.0176875772752722,0.0134087227983737,0.699837310637509,0.722905181544296,270456.586938239,5256.81217870973,132801.577179252,3753.96231233701,67285.6153824822,2376.68040239977,179717495.882818,375458183.394583,4904267373.53096,6093.5076075699,17610.7081627614,208935.973471126,81.8982456011997,0.480840622118092,561.81762374007,0.0461776724780125,629.975804372228,-0.184047935431901
LG,B,116.163526497841,18.336527299408,0.0827854414532677,131130.812408009,120933.415756308,129298.440765771,386.369464693225,1877.8677055762,364.154687151932,0.0802181032576955,1.72772527706155,102763.658214342,4584103.94580957,99970.0673474829,21831.5388224578,31487.7876749965,23705.4298617796,0.0224173926745833,0.0218079844020217,0.69333352495578,0.752845201628776,270192.884559198,8538.74237099946,134310.932944048,5532.0759836855,67697.7450021335,3274.74041321156,272965189.586488,156229315.692454,55365013.1211664,7659.01672675398,5063.79682415742,564.823369980332,342.088970680056,-0.0722490067450596,57.900285541354,1.03064088957126,353.403894355771,0.35838924184298
LG,A,109.152480960175,2.84944842435658,0.0849697827962893,120622.639358257,130199.369007785,131991.521670005,2147.86301533108,335.223515519938,384.589004162361,0.0890946747147775,1.89628095206357,124919.946913826,4602128.45627748,147774.130297109,23895.9638669719,30381.7205059383,25671.486462133,0.0271439504786972,0.0321099534054743,0.786524379404872,0.844964868144,284903.198968889,2606.94486873972,147250.873092334,1448.4450590347,77787.1505750006,788.086259862209,69583364.8370641,226636650.633625,2303802146.48693,5154.42266116644,55499.0715267041,478133.385540102,55.4096921191477,1.34033998448033,389.208963285559,0.406612394084935,341.65782483898,-0.0688004412261428
LG,B,123.503320842833,1.98643645280184,0.0822126347391041,122812.073082312,113032.502370273,121126.207614689,365.633681675679,1796.14612141329,317.386991011828,0.0821879927644956,1.78942271911365,104191.588039533,4291191.9302385,117972.440138776,21238.0607076944,28239.0578874085,23157.008828601,0.0242803374291668,0.0274917650052982,0.752081064163695,0.820034751871323,268151.655572761,4005.39800204941,138715.492861279,2477.43640466417,73252.7585612689,1442.98684364271,205882738.495669,290901911.588246,80294758.2078102,7758.02199361106,5285.20078779255,1798.3326755528,334.221270352604,-0.064156501016558,57.3638101301371,1.27735768518776,381.834714358761,0.417227013684511
LG,A,94.7606686039416,18.5681110836899,0.0944007307309215,114857.852973152,123916.195398716,125315.868841826,2048.04298827573,247.900897705035,257.616741411983,0.0861711520216312,2.11486118928826,122988.339299336,4377682.65567072,143309.465369239,23738.7658893862,29056.658029559,24783.3504623856,0.0280943935348974,0.0327363759873201,0.816981975849394,0.852931897271905,268265.00460299,4902.99462968462,137670.330269695,3040.5379339075,72614.2369038531,1767.40226303975,509249584.007073,267502707.649901,1400795349.49005,11736.6888600401,54142.3239286472,479247.09765912,53.5537113844265,1.04802117265602,501.564069914527,0.242927306684564,488.805125514797,-0.200873419340988
LG,A,61.1191983469096,4.73641669805908,0.0916678358953224,110824.819202217,127821.189797275,127514.034682063,4172.59372694044,230.034846609448,252.902893928251,0.139253620553697,2.54056421184029,209882.470888565,4398915.34175137,235666.906871719,48259.4509954056,49275.620811613,48800.1828103417,0.0477123232848931,0.0535738673201739,0.979377838362064,0.990351455863351,271744.309313313,16187.57470017,141060.061825384,11101.6856883072,75314.2081079542,6749.62090333368,359678921.655065,97370394.1119709,416408014.365936,18935.9460940068,271237.550424242,2886400.84772184,27.1355244106015,1.51344431133337,550.021660584207,0.262982626204001,502.27413923117,-0.204227980728963
LG,B,127.097347252181,69.5593228512446,0.0803622036764168,132208.797276048,127451.559076305,131141.523755376,315.727475215908,1329.40450497315,340.680179305487,0.0365190530690034,1.53137902300469,67029.9713334083,4698408.87014444,91718.5974226224,12741.8787758614,22908.0816643339,13764.9834927259,0.0142665257933019,0.0195212038708294,0.556217624941652,0.600878925342578,289679.603261584,2539.05980586804,147533.51197218,1527.35158385723,75891.7630607943,880.869472870106,237364042.148217,427030561.071884,2103463846.9614,6133.78216103698,7677.51986937714,15670.52304683,420.45501541801,-0.0961103710908295,93.9109440944986,0.686765835077266,386.589571600115,0.222841274807014
LG,C,89.9401064935998,3.68222117812361,0.0915257672033363,131775.004138876,132351.398565164,118333.40270159,366.294345456538,413.695580770631,3126.41126603799,0.109956620267036,2.11968775039818,150129.979518492,4595211.53554945,132019.153333174,41350.9999399632,48351.3495274737,43387.2461099872,0.0326709615775084,0.0287297227367706,0.855219147825688,0.897332681157882,277250.371566365,14427.8776955737,141461.019051237,9574.98628260784,74123.0316243616,5745.86592894164,109466780.815029,125030273.606972,509255788.481884,1490.51516730908,3366.8057895873,13249.285553747,356.230015168776,0.415447945483773,320.898216860443,-0.0427882903099527,32.7089757596169,1.33432985372669
LG,B,122.445732102431,4.60420941308686,0.0996968239792467,126637.472293084,117926.907006123,125944.250426332,387.939450415961,2169.8458733819,344.306916660812,0.0705292502364408,1.88712708305795,106125.302957439,4455828.68319184,144204.077437721,22764.4589561386,26557.3036273181,23758.3795106612,0.023817186544388,0.0323630210428985,0.85718261442268,0.894608121485931,280662.530970056,5045.26745421245,145296.840450961,3475.3482904169,76517.0007713944,2107.49558711776,255559138.265602,708564453.466755,3378785793.9806,9709.48563993099,9011.98130712325,33902.2345376074,324.852779058633,-0.0635640997256973,59.4469507484543,1.55893858110812,366.024291353822,0.426681132205872
LG,B,51.9276138304261,30.3242416103222,0.0810952327764406,125851.437407385,114534.75766001,124666.013052629,246.506258273731,2619.54506138127,259.631980328558,0.0930005037270906,2.27761923369754,157659.445779822,4393174.4531472,168690.694250977,30256.2109688057,37614.3548871771,31084.0351962068,0.0358873628764825,0.0383983600127901,0.804379366833585,0.826387566359062,280614.403934752,9568.4622170364,144154.309714074,6372.9400899846,75640.0777924212,3867.78032586011,296662447.890778,171637577.522704,1382212062.41598,3421.30729838178,13600.1126755355,24332.4747231228,516.665617357517,-0.15321091359808,41.7257592953784,0.660922867217913,480.781311551278,0.152383693809554
LG,B,53.5734482654719,16.3054485222452,0.0869269198873192,125943.541861461,111465.676201787,126505.445288608,239.685378831027,3712.45008136974,245.284338106588,0.123983207613885,2.48207103429854,200253.302835551,4363110.30803616,215050.141458282,42313.7644015715,47168.3375559619,43103.0100991991,0.0458969149752346,0.0492882660019262,0.897079833489406,0.913812365066854,229486.843917968,17419.455584281,111019.803192822,12068.8623277922,55621.3041316275,7387.61238018991,80715287.8880618,427969863.670015,5150961270.70876,637.986137969349,2199.3484471419,23184.562192393,523.464505676675,-0.210286673781815,30.2493041232103,0.980227034866449,504.563179320859,0.188559554551765
LG,A,63.6495629306367,55.3675729381643,0.0899673554547896,122127.349311889,128768.733354938,128139.164366148,1991.96173405366,303.093988708445,273.222636763556,0.052565433650168,2.00765515417093,104825.958982019,4552055.33143281,124622.174659373,20523.2696515293,29996.6226554523,21343.7202840672,0.0230282699461391,0.0273771221098315,0.684186012758163,0.711537446349019,259267.407955526,3631.08191691397,127262.603757464,2662.59112184175,63678.5705299023,1694.88305762791,110900801.872377,340019808.174864,2618586841.15464,6119.75396092885,69532.1306587793,738611.048473857,61.7278065801293,0.516055182481539,418.88537660348,0.155073741045473,468.851920514462,-0.0796203601060884
LG,A,139.549844445724,2.07312061863512,0.083560719337395,124863.401860089,132279.070135856,133272.237561452,1916.9479708399,226.676436238285,263.937504681493,0.064614643061205,2.10620319781517,102266.061765197,4695261.17294783,136122.202881276,20480.575019463,21057.9139928772,20848.7281241938,0.0217806971749283,0.0289914017276668,0.97258327797416,0.990066163735674,292176.123604659,2787.57696384838,150464.75401585,1964.57101653218,78721.9798249026,1200.56123834868,338943451.634066,351642661.708713,695499948.195333,15608.9082541557,65874.9180632348,655933.740952385,72.9679332563618,1.61770525650728,585.469936790443,0.289184021446391,506.185114302543,-0.216936302151692
LG,B,109.994465855885,4.49027144720357,0.0813415295477685,123410.265046685,113024.234171487,121930.56165812,261.273000849811,1960.12878739495,228.858213176304,0.0869451183358793,2.11969820071528,117855.034385415,4308552.97580945,138701.773290111,22394.2992647151,25647.3264417725,23381.9666243692,0.027353739189721,0.0321921940077854,0.873163107846117,0.911672671868622,268426.38779223,1810.01923037306,139542.870403857,941.242323622748,74239.3178510377,489.652992936248,171001549.555757,147306243.002084,697972478.924888,4380.93621367274,3267.04190023808,4275.81968809866,472.41709581833,-0.188204327716164,57.5660091666743,1.34683291366136,533.926711534343,0.299864012833434
LG,A,14.1992095199693,16.3322208687007,0.0912968226652523,107228.154227529,126145.595296576,125453.899128396,5942.3942121606,277.970975771228,261.759568840585,0.158160396557474,2.62906138982712,354657.45868768,4294712.14960661,384847.040124173,68120.1385640152,76751.3208298406,68833.4049110836,0.0825800301238078,0.0896095073937224,0.887543534451368,0.896836747119857,245476.231683768,2773.95203077483,122860.325759427,1963.85280002649,63833.4715955571,1319.30054253163,41782010.5782031,120914254.634132,1134900600.81632,48246.3610013965,658196.289780749,6594938.07603618,18.0087721131551,0.412322779469906,451.615071776597,0.142104549033765,478.155331112164,-0.0453479114486411
LG,B,30.469938269338,96.2280823493543,0.0831048049186143,124475.437154402,120993.24909567,123607.044684612,230.115964487236,1423.06567863567,240.588094106463,0.0283046629743274,1.88980163027203,75371.2439019798,4435094.73163158,50102.5280628921,14298.8306145405,22733.4475088145,14575.1524203664,0.0169942804974169,0.0112968337982826,0.628977659827765,0.64113251692573,272717.337705263,1571.35889436399,139495.626662022,838.814880727506,73329.3983432679,448.144580094314,46373948.2839571,166455941.396169,99014953.8856531,1861.31658526731,17553.3670475835,5091.08416203926,545.495340866111,-0.0170976715600069,85.1479700193074,0.174989835262324,511.174752761766,0.051811405217833
LG,B,26.8613636312666,21.4730985477538,0.0805077271132069,123520.909097282,107977.198002396,122693.802386911,191.775461198077,3961.69839980849,202.425196960123,0.131654992774554,2.59642582565293,247534.341315095,4260854.78184731,259925.753507029,46978.5252333139,52491.555712103,47478.4197227272,0.0580949959547126,0.0610031946205584,0.89497300270693,0.904496334271831,292286.200530258,10982.503712717,156192.931597455,7304.45909933391,85390.0227339873,4459.77139145695,170295799.260172,525270648.280776,2239168076.50515,3940.04679334486,36646.5166804808,31363.344356915,654.882155863385,-0.20803351250957,26.4242404527141,0.543733184161712,608.471781068054,0.0473900677261708
LG,A,19.5752014778403,9.46361655135834,0.0803942107550873,96395.8811444529,123610.401731319,123000.249122393,7120.63101176444,295.682758343245,291.282539897122,0.23802334399953,2.65816275056246,399278.3546062,4094012.68026275,417151.614688739,81430.7961974442,88913.5379524609,82482.9793351683,0.0975273859143196,0.101893092979347,0.915842492288033,0.927676271057188,190799.21512758,27651.5051375441,110236.576344064,19484.4927528459,61644.6884417724,12031.5165596163,45583609.9201975,152611759.255629,1419683518.58111,65140.8621598982,696589.196713378,7444752.16734727,13.5825274848336,0.773067594066438,410.833270403366,0.227869059043568,422.211218370411,-0.0642164149999005
LG,A,124.79750553488,57.8028470732918,0.0944453386371132,117809.69381296,122002.932709638,123355.363921171,1305.594652678,312.4830971604,297.07385822629,0.0458107838859007,1.57980306408908,68378.9012363864,4367591.30989538,83934.0019653917,13155.6766184723,22347.0752620968,14206.6532431302,0.0156559752011249,0.0192174578640653,0.588697915212069,0.635727632178809,270750.549009795,4110.76312926283,138597.196623869,2634.56359295927,72193.8730202279,1562.71471748697,203144200.879189,201469636.614893,1179855564.12087,6797.89385113389,20020.3000399543,71387.3388235203,86.5157527228731,0.733327163302667,391.492787899033,0.2348674748981,419.042272637749,-0.106366995580755
LG,A,16.9711943196255,0.132661019369099,0.0802600384702147,80115.0971213419,128245.210660338,127515.991215765,12679.6122402336,218.19227706242,250.294380811223,0.429891424452066,2.84332055688791,564269.389563089,4044176.68173346,562249.650549809,163986.641862243,164068.030401567,164654.145778231,0.139526394114188,0.139026975030347,0.999503934190442,1.00357239234375,253475.102917409,46994.1403783828,130231.150069979,31878.6614344351,67793.4821379535,19311.0898561512,40908290.7408808,84075306.5613195,872765981.617858,66548.3806821397,980113.541537121,13805244.5343101,5.92974299236804,1.67694996489617,586.04226777996,0.220049284819775,509.345800344584,-0.116887263423305
LG,B,52.8544292377026,1.89846204083633,0.0963488712347688,123580.742306554,103925.078896243,123940.362608115,323.741619324249,5080.95129052704,286.269833974668,0.170853615435502,2.52752390229221,230443.923700895,4223380.98518539,225948.825691018,65820.5245560128,68461.7944308658,66975.1976219339,0.0545638493210019,0.0534995129455617,0.961419797746002,0.978285745761289,254997.705507051,22455.8285978701,128663.131754369,15111.9766797525,65574.2870681664,9136.0376422623,39900893.2465861,320324878.542723,4249496862.23346,235.971196998236,2329.29727578566,30862.1951319742,382.48643582829,-0.0854830540039327,18.7786305163108,1.52223115917918,428.924973340676,0.357278661540829
LG,B,66.0577140789443,4.74226653481078,0.0910409436170396,122358.915733588,106751.568186084,120999.713288912,346.523524625341,3057.53586048853,310.675669819478,0.133735158288509,2.21834947674349,181248.983783008,4210430.30444789,209170.970382445,34478.7036726026,40419.248373119,36093.8827208913,0.0430476152500361,0.0496792382862691,0.853026838932508,0.89298747930213,265958.280670903,2925.20497841258,138598.759554194,1581.11543601239,73810.9912291835,848.270970058115,371072989.08699,203609010.696644,1464798538.05977,6442.89773814678,7770.42127846829,13951.5110749463,350.653053283736,-0.0640182208448047,34.7431166945052,1.30492613560601,390.684706894237,0.377454490427151
LG,C,116.979735832624,0.112346541600587,0.0978910445378818,126301.427588878,127736.730197533,117605.097914458,244.015552395433,286.464035667866,1976.3348019007,0.0817851430982067,2.07313224429474,116353.125765597,4469172.41620835,143320.344094631,21944.0063494538,24627.2689275752,22902.7638187164,0.0260346021432499,0.0320686540476306,0.891045061191988,0.929975787617365,282717.02820633,1201.24096739938,148064.294514485,523.478704626356,79423.0184572252,222.07394932543,156536668.14143,516757534.755209,4962413227.857,4187.51072790266,3084.51861901075,13971.2430781805,519.155424905538,0.331896386573118,446.024865991693,-0.160298742192651,61.7881182058929,1.4740831948212
LG,B,121.890233151902,66.798312761188,0.0827871214814565,124781.739287612,118791.52585939,123393.700944288,220.66579839897,1246.89758356315,231.00203684107,0.0489707301884201,1.81252680407459,67852.0224082859,4411466.42471571,50944.5508809413,13498.7134581285,20042.9846166106,14163.8046526031,0.0153808316500206,0.0115482123122387,0.673488191288036,0.706671432564899,258197.447346804,5742.63587685027,127320.136338512,3896.4600116349,64263.6125576819,2380.39836770467,135043843.286235,91533320.4243105,53241173.8646299,3593.81764960632,3524.43933546084,1212.31942743232,577.222237800593,-0.208825653172774,91.3113065861975,0.658117122373345,527.59226001281,0.112554909891477
LG,A,85.7123065719955,2.77089001257897,0.0823550216578028,117833.459397269,130258.212237697,130515.477283645,3264.50105174045,315.650425598326,358.145499482883,0.100489527911703,2.24628866836421,155676.907695083,4552677.6121334,191696.362357718,35847.1166076516,37434.6250229587,36641.1295230108,0.0341945819489068,0.0421062896803375,0.957592511871265,0.978803166842458,281308.740596288,9339.57574212429,144624.169369523,6425.46586365738,75971.7749047687,3899.44707442647,443305752.788023,178283070.108256,20614460.5162027,17484.255843011,178831.811716697,1885868.15085935,38.7478105054425,1.65950690084165,412.361794196748,0.38954308097085,363.188800964926,-0.0872827724085869
LG,A,131.002609858735,71.8189171519216,0.0827377126013761,124602.708063662,128240.185827952,128640.607884863,1286.58936670582,317.884586742649,290.041936279759,0.0317541896493487,1.57805078476956,64393.5913472405,4585432.0734328,96320.031656026,12286.2590743689,21513.1915254946,13191.187282019,0.0140430804155429,0.0210056609962814,0.571103504528269,0.613167379920054,281629.170999733,997.535565919905,143595.243122124,449.230156493259,73656.3811772155,211.88748601685,212801892.73459,146448995.774319,48205385.512007,5053.45496954792,25212.6482792002,177071.751029019,96.4756117777814,0.696107601640628,404.45089706721,0.207460708066361,443.100439868931,-0.117985575484963
LG,A,58.6393939549296,6.17414916937638,0.0883754104978415,111523.458982065,130001.784038179,130222.83208277,4136.38774732092,235.71841045495,257.445039764154,0.150903590519244,2.52767655085722,215114.059567111,4464062.76889818,194302.907883227,55129.3123166928,58545.2511763018,56085.5060602505,0.0481879558382995,0.0435260250453739,0.94165301554068,0.957985574105709,256950.998244386,24935.2189911534,129905.013973099,16683.9062295957,68561.9872464027,10047.6096559414,63787257.6394039,306846063.375249,3444274156.65689,2831.72510062506,25803.7100699034,518017.846066433,23.9711902174501,1.23637879159629,540.708172453247,0.237307844656003,509.377657145929,-0.203898649842058
LG,A,59.5013859658767,1.77836358232475,0.0849069821936264,106426.849341601,123004.476896744,124559.780078686,3404.83929406808,303.71076961443,349.239622251843,0.153672765332341,2.2927224638407,206968.428689598,4256828.04401515,227290.971173805,39987.0148652153,45543.1023023404,41692.3252937754,0.048620340438824,0.0533944450712097,0.878003755626511,0.915447634991642,269747.642642961,4661.23078926074,141241.463028722,2713.51598845231,75960.8167870677,1524.1562990904,347755819.063435,123842678.773618,1505417224.52536,15509.0969428465,166409.566563713,1265705.79647871,30.2865103819907,1.35225750417739,406.009114115936,0.379671734098011,354.845836304658,-0.056443785850497
LG,B,136.156163505466,10.3735094647689,0.093273423307253,124645.426946491,115369.110941712,123322.074638923,230.241917900413,1654.12921745272,205.644339356758,0.076592743628417,2.07914949943307,95082.8330509369,4367910.37925515,84388.3316464474,22077.4600203862,25798.8769620529,23083.9496091338,0.0217684944962468,0.0193200693968494,0.855752754354532,0.894765676901084,267893.964969821,8068.12218828814,137087.805965238,5275.04964058491,71438.4961405959,3147.19152907058,230827324.138576,23713651.7230807,178655847.252031,888.263019528435,8436.85373252178,2336.88987319029,544.996552512771,-0.251991019234446,59.6417716894329,1.15987328253033,595.651641801346,0.232433037883992
LG,B,88.5579988483645,3.85456101872911,0.0899273249440247,121488.612971103,109839.392675788,120753.857662152,238.787511254715,2618.64159575804,210.325941708018,0.0992600429831597,2.35512511277503,142899.340211097,4232760.82965951,174626.195584629,28419.2144539977,29304.6417041827,28908.2720131356,0.0337603153028985,0.0412558617441739,0.969785426483192,0.986474166924314,260949.990724899,4739.44958399378,133169.747200153,3345.10182917093,68708.1494282549,2047.29500398172,351883789.329135,321653291.126266,2543588935.72629,7452.4916228329,4976.138187154,13371.2291825701,508.034968630026,-0.21185457120517,45.6010210906283,1.55288534404115,574.877095579421,0.273362161198993
LG,C,65.8758274045245,4.095511588371,0.0937680479285547,129111.254456009,128715.500833488,112460.299289261,336.318154363777,373.404303584952,4251.92868049674,0.134903083654023,2.3675246895687,195079.292164713,4448429.02580553,206774.150964784,51572.92257017,55252.1112143673,52833.153856231,0.0438535247011936,0.0464825109640352,0.933410894818911,0.956219639287492,269437.522963185,19774.8952106926,137795.79838844,13370.8088917511,72039.0841138288,8083.52944282702,22719606.1378485,31477717.4483641,761877028.646658,397.862720922587,176.582109017132,189.010862051759,378.95923028583,0.388331704564461,345.367810797047,-0.0669275156479587,25.5235721137319,1.49723519336699
LG,A,17.8214902657288,39.5773041643273,0.0872194779388005,118408.830786925,125741.549777531,126451.032397559,3091.9577794606,332.287952985525,321.06493871018,0.0651012219270148,2.21948971539559,174551.372111186,4448079.61529009,153822.501530737,33429.2023924733,45180.9539427383,34018.3650846546,0.0392419621967048,0.0345817779434397,0.739895895825952,0.752935963393248,260721.40355679,4705.86469081629,125209.369885636,3146.31888687702,57907.1225067428,2014.05943738585,29989757.4855807,310313229.890973,3547940865.83619,13041.4270108194,85869.755808781,1251223.84010286,38.2674101740842,0.239270603659123,374.235318145792,0.165987663672562,397.783054993153,0.0694861154521337
LG,A,107.511484097339,76.1148356697502,0.0974589167175282,125928.33853669,130883.464482306,131796.194050817,1399.39886589233,326.818713058725,307.652430442237,0.0452990331516057,1.61034839315825,67828.055580964,4669706.0776465,46457.4825006721,13687.2711780906,24048.6214924876,14620.5231691854,0.0145251230919301,0.00994869521297076,0.569149927441667,0.607956808382747,269019.404335789,6002.31135527937,132664.513990406,4149.776923012,66857.7395572088,2556.40750725108,91567213.6643134,403401616.131834,4858918449.04644,3959.33299600794,10154.8715697835,128684.629563216,88.6230765110774,0.574150139346167,392.236124520673,0.186416890165675,435.854484918024,-0.0704360290216966
